pair_key,buyer_nif,buyer_name,supplier_nif,supplier_name,entity_type,distrito,n_contracts,n_near,near_rate,z_score,total_value,min_gap_days,years_active,tier
502083514|514204036,502083514,Universidade da Beira Interior,514204036,Editora Hogrefe Lda,Outro,Castelo Branco,8,4,0.5,1.8942465251541332,172800.0,323.0,8,In observation
502098139|515956279,502098139,Município de Loulé,515956279,JINGLE MINDS ATIVIDADES CULTURAIS ARTISTICAS E CREATIVAS UNIPESSOAL LDA,Município,Faro,6,3,0.5,1.8942465251541332,214230.0,109.0,4,In observation
502173653|502680440,502173653,Município de Torres Vedras,502680440,"Empreitorres - Empreiteiros de Obras Públicas, Lda",Município,Lisboa,8,4,0.5,1.8942465251541332,315235.7,65.0,6,In observation
502280301|515201073,502280301,NERBE/AEBAL - Associação Empresarial do Baixo Alentejo e Litoral,515201073,"CH Global Network, Lda",Outro,Beja,6,3,0.5,1.8942465251541332,104400.0,0.0,3,In observation
502661038|501378669,502661038,Município de Abrantes,501378669,AIRC - Associação de Informática da Região Centro,Município,Santarém,6,3,0.5,1.8942465251541332,160140.69,359.0,6,In observation
502661038|501426230,502661038,Município de Abrantes,501426230,"ICA – Indústria e Comércio Alimentar, SA",Município,Santarém,8,4,0.5,1.8942465251541332,388805.63,10.0,4,In observation
502662875|502609982,502662875,Faculdade Medicina Universidade de Lisboa,502609982,"Lusodoc-Documentação Técnico-Científica, Lda",Outro,Lisboa,6,3,0.5,1.8942465251541332,119653.0,245.0,6,In observation
502704977|510558739,502704977,Município de Sever do Vouga,510558739,AGIM - Associação Para os Pequenos Frutos e Inovação Empresarial,Município,Aveiro,8,4,0.5,1.8942465251541332,214855.0,341.0,8,In observation
503035416|506348989,503035416,"Hospital Professor Doutor Fernando Fonseca, E. P. E.",506348989,"A.P.C.-Com.Papel Plást.,SocUnip.Ld",Hospital,Lisboa,6,3,0.5,1.8942465251541332,105583.8,,1,In observation
503148776|502766883,503148776,"Administração Regional de Saúde de Lisboa e Vale do Tejo, I. P.",502766883,"SADO RENT - Automóveis de Aluguer Sem Condutor, S.A.",Outro,Lisboa,6,3,0.5,1.8942465251541332,63565.409999999996,7.0,3,In observation
503410764|UNKNOWN,503410764,Alentejo XXI - Associação de Desenvolvimento Integrado do Meio Rural,,Daniel Filipe Pinto Guerreiro,Outro,Beja,6,3,0.5,1.8942465251541332,106955.0,0.0,2,In observation
503584215|510883265,503584215,"EGEAC - Empresa de Gestão de Equipamentos e Animação Cultural, E. M., S. A.",510883265,"ZX - CONSTRUÇÕES, UNIPESSOAL, LDA",Outro,Lisboa,6,3,0.5,1.8942465251541332,136782.01,21.0,5,In observation
503671320|502696648,503671320,"Metro Mondego, S.A.",502696648,"GONÇALO BYRNE, ARQUITECTOS, LDA.",Outro,Coimbra,6,3,0.5,1.8942465251541332,117878.0,43.0,4,In observation
503830704|505253739,503830704,"Infraquinta - Empresa de Infraestruturas da Quinta do Lago, E. M.",505253739,"Pra - Raposo, Sá Miranda &amp; Associados - Sociedade de Advogados, Sp, Rl",Outro,Faro,6,3,0.5,1.8942465251541332,89540.0,18.0,5,In observation
503830704|506555658,503830704,"Infraquinta - Empresa de Infraestruturas da Quinta do Lago, E. M.",506555658,"Vestiprotege - Vestuário e artigos de proteção individual, Lda.",Outro,Faro,6,3,0.5,1.8942465251541332,83976.16,0.0,5,In observation
503933813|502930462,503933813,"Infraestruturas de Portugal, S. A.",502930462,"Espaço Mecânico, S.A.",Outro,Portugal Continental,10,5,0.5,1.8942465251541332,227610.07,42.0,8,In observation
503933813|504136992,503933813,"Infraestruturas de Portugal, S.A.",504136992,"EGOR CONSULTING - Desenvolvimento de Pessoas e Negócios, Lda",Outro,Portugal Continental,6,3,0.5,1.8942465251541332,199428.55,24.0,4,In observation
503933813|514119667,503933813,"Infraestruturas de Portugal, S. A.",514119667,"Human2Human - Consultores de Recursos Humanos, Lda.",Outro,Portugal Continental,6,3,0.5,1.8942465251541332,93504.9,202.0,5,In observation
504041193|501890793,504041193,"Infralobo - Empresa de Infra-Estruturas de Vale do Lobo, E. M.",501890793,"ALBOMBAS - Sociedade de Bombas do Sul, Lda.",Outro,Faro,8,4,0.5,1.8942465251541332,112935.4,0.0,5,In observation
504443127|501990909,504443127,"Coopetape - Cooperativa de Ensino, C. R. L.",501990909,"MSL Mediadora Seguros do Lima, Lda",Outro,Viana do Castelo,6,3,0.5,1.8942465251541332,156316.41,356.0,6,In observation
504703129|500122857,504703129,"AMBISOUSA - Empresa Intermunicipal de Tratamento e Gestão de Residuos Sólidos, E.I.M.",500122857,G HOFLE LDA,Outro,Porto,6,3,0.5,1.8942465251541332,246135.0,24.0,4,In observation
505187531|504030680,505187531,Câmara Municipal de Cascais,504030680,"Pedra Base, Formação Lda.",Município,Lisboa,6,3,0.5,1.8942465251541332,91110.0,0.0,5,In observation
505309939|515313246,505309939,Município de Portimão,515313246,EMBLEMATIKALICERCE,Município,Faro,6,3,0.5,1.8942465251541332,223440.0,34.0,5,In observation
505322730|500649340,505322730,"EMARP - Empresa Municipal de Águas e Resíduos de Portimão, E. M., S. A.",500649340,"José de Sousa Barra &amp; Filhos, Lda.",Outro,Faro,6,3,0.5,1.8942465251541332,106420.0,270.0,6,In observation
505335018|500122237,505335018,Município de Vila Nova de Gaia,500122237,Fundação INATEL,Município,Porto,6,3,0.5,1.8942465251541332,75450.0,14.0,5,In observation
505335018|507037952,505335018,Município de Vila Nova de Gaia,507037952,"RPTOP - PROJECTOS DE ESPECIALIDADES MECANICAS PARA CONSTRUÇÃO CIVIL,LDA.",Município,Porto,6,3,0.5,1.8942465251541332,434240.0,26.0,4,In observation
505335018|509823378,505335018,Município de Vila Nova de Gaia,509823378,Ritmos Fortes Unipessoal LDA,Município,Porto,6,3,0.5,1.8942465251541332,171896.99,0.0,5,In observation
505592959|502626968,505592959,Município de Fornos de Algodres,502626968,"Sistema 4, L.da",Município,Guarda,6,3,0.5,1.8942465251541332,92210.17,233.0,4,In observation
505931192|500773246,505931192,Município de Aveiro,500773246,"FCB LISBOA, LDA",Município,Aveiro,6,3,0.5,1.8942465251541332,225448.7,1.0,5,In observation
505931192|509032184,505931192,Município de Aveiro,509032184,"Ideias com Pernas, Lda.",Município,Aveiro,6,3,0.5,1.8942465251541332,106906.56,203.0,4,In observation
506149811|513434437,506149811,Município de Montalegre,513434437,"BAPTISTA &amp; TOMÁZ - Arquitetos, Lda.",Município,Vila Real,6,3,0.5,1.8942465251541332,250750.0,71.0,3,In observation
506173968|502021128,506173968,Município do Seixal,502021128,"PROENGEL - Projectos de Engenharia e Arquitectura, Lda.",Município,Setúbal,6,3,0.5,1.8942465251541332,254600.0,70.0,3,In observation
506215547|501421491,506215547,Municipio de Bragança,501421491,"M.N.RAMOS FERREIRA, ENGENHARIA, S.A",Outro,Braganca,6,3,0.5,1.8942465251541332,105670.76,258.0,6,In observation
506321894|501375570,506321894,Município de Olhão,501375570,Sporting Clube Olhanense (jornal,Município,Faro,6,3,0.5,1.8942465251541332,65550.0,0.0,3,In observation
506321894|502075090,506321894,Município de Olhão,502075090,"Arcol, S.A",Município,Faro,6,3,0.5,1.8942465251541332,83115.13,365.0,5,In observation
506361616|508192943,506361616,"Instituto Português de Oncologia de Lisboa Francisco Gentil, E. P. E.",508192943,"BTL PORTUGAL UNIPESSOAL, LDA.",Instituto,Lisboa,8,4,0.5,1.8942465251541332,258600.0,18.0,2,In observation
506361659|501524177,506361659,"Centro Hospitalar Cova da Beira, E. P. E.",501524177,BIOMERIEUX PORTUGAL,Hospital,Castelo Branco,6,3,0.5,1.8942465251541332,136450.0,53.0,5,In observation
506415082|500005605,506415082,Município de Coimbra,500005605,"Diário de Coimbra, Lda",Município,Coimbra,8,4,0.5,1.8942465251541332,129748.75,173.0,7,In observation
506510476|513781978,506510476,Município de Gouveia,513781978,territorio XXI,Município,Guarda,6,3,0.5,1.8942465251541332,244800.0,6.0,5,In observation
506566307|500142459,506566307,"AC, Águas de Coimbra, EM",500142459,"Windpark, Ldª  ( Santo António dos Olivais)",Outro,Coimbra,8,4,0.5,1.8942465251541332,127245.0,94.0,5,In observation
506609553|502375051,506609553,Município de Montemor-o-Novo,502375051,"Janela Indiscreta - Sociedade de Comunicação, Lda",Município,Évora,6,3,0.5,1.8942465251541332,122580.0,300.0,6,In observation
506625419|510163289,506625419,Município de Almeida,510163289,"CATCHAWARDS CONSULTORIA E ORGANIZAÇÃO DE EVENTOS UNIPESSOAL, LDA",Município,Guarda,6,3,0.5,1.8942465251541332,113700.0,227.0,6,In observation
506656128|508393400,506656128,Município de Paredes,508393400,"RICARDO BEXIGA, OLIVEIRA E SILVA &amp; ASSOCIADOS - SOC. DE ADVOGADOS RL",Município,Porto,8,4,0.5,1.8942465251541332,254960.0,230.0,7,In observation
506673626|509624499,506673626,Município do Barreiro,509624499,"Miltubos, Lda.",Município,Setúbal,6,3,0.5,1.8942465251541332,124970.57,41.0,3,In observation
506673626|510823416,506673626,Município do Barreiro,510823416,"Push Safety, Lda.",Município,Setúbal,6,3,0.5,1.8942465251541332,210480.8,175.0,5,In observation
506695956|508888107,506695956,Município de Belmonte,508888107,"MAKE PROGRESS - CONSULTING, LDA",Município,Castelo Branco,8,4,0.5,1.8942465251541332,289150.0,139.0,6,In observation
506695956|510784879,506695956,Município de Belmonte,510784879,"LUIS, JOAQUIM &amp; CARLA MARTINS, LDA",Município,Castelo Branco,6,3,0.5,1.8942465251541332,223711.03999999998,96.0,5,In observation
506697339|502556129,506697339,Município de Macedo de Cavaleiros,502556129,CFA,Município,Braganca,6,3,0.5,1.8942465251541332,177950.0,113.0,6,In observation
506716210|513618716,506716210,Município de Castro Daire,513618716,"Vasco &amp; Poças - Arquitetura e Engenharia, Lda",Município,Viseu,6,3,0.5,1.8942465251541332,185650.0,0.0,4,In observation
506722422|510808182,506722422,Município de Coruche,510808182,"Fernando Lopes Morais, Unipessoal, Ldª.",Município,Santarém,8,4,0.5,1.8942465251541332,136950.94,278.0,8,In observation
506738914|514014970,506738914,Município de Tomar,514014970,Next Solution Lda,Município,Santarém,6,3,0.5,1.8942465251541332,94700.0,228.0,6,In observation
506741400|513373934,506741400,Município da Póvoa de Varzim,513373934,"Venancio &amp; Morais, LDA.",Município,Porto,6,3,0.5,1.8942465251541332,478611.39,35.0,3,In observation
506811883|503821012,506811883,Município de Pampilhosa da Serra,503821012,Sociedade Portuguesa de Inovação - Consultoria Empresarial e Fomento da Inovação S.A,Município,Coimbra,6,3,0.5,1.8942465251541332,130126.0,343.0,6,In observation
506814343|513436545,506814343,Município de Mação,513436545,"Terrisirga Território &amp; Redes, Ldª",Município,Santarém,8,4,0.5,1.8942465251541332,372050.0,216.0,6,In observation
506816184|501558780,506816184,Município de Almodôvar,501558780,"Silva e Rodrigues, Ldª",Município,Beja,8,4,0.5,1.8942465251541332,143838.25,51.0,7,In observation
506818098|504990926,506818098,Município de Ribeira de Pena,504990926,"Medidata.Net - Sistemas de Informação para Autarquias, S.A.",Município,Vila Real,10,5,0.5,1.8942465251541332,186912.48,149.0,6,In observation
506823318|503653179,506823318,Município de Grândola,503653179,"NAUTILUS - INDUSTRIA E COMERCIO DE MOBILIÁRIO, SA",Município,Setúbal,6,3,0.5,1.8942465251541332,119356.12,0.0,4,In observation
506823318|513081380,506823318,Município de Grândola,513081380,GANHARDESTAK LDA,Município,Setúbal,6,3,0.5,1.8942465251541332,132710.0,282.0,6,In observation
506826961|514638001,506826961,Município de Monchique,514638001,"Correia &amp; Correia Iluminações Festivas, Ldª",Município,Faro,6,3,0.5,1.8942465251541332,117815.0,327.0,5,In observation
506866432|502289929,506866432,"Porto Vivo, SRU - Sociedade de Reabilitação Urbana da Baixa Portuense, S. A.",502289929,"PLMJ ADVOGADOS, SP, RL",Outro,Porto,14,7,0.5,1.8942465251541332,215520.0,2.0,7,In observation
506954994|508920680,506954994,Freguesia de Espinho,508920680,"Rico Jardim - Unipessoal, Lda",Freguesia,Aveiro,8,4,0.5,1.8942465251541332,245440.0,0.0,5,In observation
506985814|UNKNOWN,506985814,Freguesia de Selho (São Cristóvão),,ORLANDO FARIA DE ABREU,Freguesia,Braga,6,3,0.5,1.8942465251541332,88050.0,0.0,3,In observation
507023129|509848141,507023129,"Lisboa Ocidental, SRU - Sociedade de Reabilitação Urbana E. M., S. A.",509848141,"GIMA PROJECTOS - ARQUITETURA E ENGENHARIA, LDA.",Outro,Lisboa,6,3,0.5,1.8942465251541332,122400.0,50.0,3,In observation
507236335|514611421,507236335,"Taviraverde - Empresa Municipal de Ambiente, E. M.",514611421,"ESTÚDIO D1 - SOLUÇÕES DE MANUTENÇÃO E EQUIPAMENTO PARA RESÍDUOS, LDA",Outro,Faro,6,3,0.5,1.8942465251541332,109775.35,56.0,5,In observation
507564243|510489168,507564243,Freguesia de Corroios,510489168,LUIS GRAÇA - UNIPESSOAL LDA,Freguesia,Setúbal,8,4,0.5,1.8942465251541332,143683.03999999998,0.0,4,In observation
507606787|509100007,507606787,"Centro Hospitalar de Setúbal, E. P. E.",509100007,"BAS - Sociedades de Advogados, RL",Hospital,Setúbal,8,4,0.5,1.8942465251541332,211458.0,299.0,7,In observation
507618319|504551221,507618319,"Centro Hospitalar de Lisboa Ocidental, E. P. E.",504551221,"Link Consulting – Tecnologias de Informação, S.A.",Hospital,Lisboa,8,4,0.5,1.8942465251541332,112046.0,4.0,6,In observation
507618319|514818484,507618319,"Centro Hospitalar de Lisboa Ocidental, EPE (CHLO)",514818484,"Enerre Pharma, Lda",Hospital,Lisboa,12,6,0.5,1.8942465251541332,238625.18,34.0,4,In observation
508080142|508720311,508080142,"Unidade Local de Saúde de São José, E. P. E.",508720311,"Centro de Medicina Laboratorial Germano de Sousa, S.A.",Hospital,Lisboa,6,3,0.5,1.8942465251541332,191413.58000000002,5.0,1,In observation
508080827|513468994,508080827,"Hospital da Senhora da Oliveira Guimarães, E. P. E.",513468994,"BARNA IMPORT MEDICA PORTUGAL-UNIPESSOAL, LDA",Hospital,Braga,8,4,0.5,1.8942465251541332,99503.0,1.0,4,In observation
508094461|500732680,508094461,"Unidade Local de Saúde do Norte Alentejano, E. P. E.",500732680,"ENERRE-PRODUCOES E REPRESENTACOES, LDA",Hospital,Portalegre,10,5,0.5,1.8942465251541332,300251.0,154.0,3,In observation
508094461|507336488,508094461,"Unidade Local de Saúde do Norte Alentejano, E. P. E.",507336488,"ACTELION PHARMACEUTICALS PORTUGAL, LDA",Hospital,Portalegre,6,3,0.5,1.8942465251541332,114204.0,14.0,1,In observation
508184258|502980826,508184258,"Instituto dos Registos e do Notariado, I. P.",502980826,"PDM E FC - Projeto de Desenvolvimento, Manutenção, Formação e Consultadoria, SA",Instituto,Lisboa,6,3,0.5,1.8942465251541332,332821.5,33.0,4,In observation
508326567|501753494,508326567,"Águas de São João, E. M., S. A.",501753494,RNM - Produtos Químicos.,Outro,Aveiro,6,3,0.5,1.8942465251541332,111475.52,84.0,3,In observation
508481287|503096024,508481287,"Centro Hospitalar Universitário de Lisboa Norte, EPE",503096024,"A Super 2000 - Máquinas Automáticas de bebidas, S.A.",Hospital,Lisboa,12,6,0.5,1.8942465251541332,989515.86,21.0,3,In observation
508481287|980079659,508481287,"Centro Hospitalar Lisboa Norte, E. P. E.",980079659,"Inetum España, S.A. - Sucursal em Portugal",Hospital,Lisboa,6,3,0.5,1.8942465251541332,126815.91,159.0,5,In observation
508666236|501248757,508666236,"Instituto do Turismo de Portugal, I. P.",501248757,"Irmãos Monteiro, SA",Instituto,Coimbra,6,3,0.5,1.8942465251541332,110134.07,309.0,6,In observation
508779472|507410785,508779472,Comunidade Intermunicipal do Cávado,507410785,"Trenmo Engenharia, SA",Outro,Braga,6,3,0.5,1.8942465251541332,149490.0,189.0,5,In observation
508831725|508868564,508831725,Comunidade Intermunicipal da Beira Baixa,508868564,Rurisocietate,Outro,Castelo Branco,6,3,0.5,1.8942465251541332,161850.0,118.0,5,In observation
509364390|504236091,509364390,CIMAC - Comunidade Intermunicipal do Alentejo Central,504236091,"ADRAL - Agência de Desenvolvimento Regional do Alentejo, S.A",Outro,Évora,6,3,0.5,1.8942465251541332,105557.81,32.0,4,In observation
509822940|503538108,509822940,"Centro Hospitalar Tondela-Viseu, E. P. E.",503538108,"LOGISTA, TRANSPORTES, TRANSITÁRIOS E PHARMA, UNIPESSOAL, LDA.",Hospital,Viseu,16,8,0.5,1.8942465251541332,332586.05,4.0,3,In observation
509822940|510352626,509822940,"Centro Hospitalar Tondela-Viseu, E. P. E.",510352626,Dermworks,Hospital,Viseu,12,6,0.5,1.8942465251541332,193303.75,5.0,3,In observation
510103448|514836547,510103448,"Centro Hospitalar e Universitário de Coimbra, E. P. E.",514836547,"SPS - SPINE SERVICES , LDA",Hospital,Coimbra,12,6,0.5,1.8942465251541332,191616.4,17.0,5,In observation
510832873|500196494,510832873,Freguesia de Areeiro,500196494,"Montellano, Lda",Freguesia,Lisboa,6,3,0.5,1.8942465251541332,78039.15,649.0,5,In observation
510838200|503491764,510838200,União das Freguesias de Mouraz e Vila Nova da Rainha,503491764,"Somaton Sociedade de Madeiras de Tondela, Lda",Freguesia,Viseu,6,3,0.5,1.8942465251541332,104467.52,230.0,6,In observation
510957579|503821012,510957579,Comunidade Intermunicipal do Alto Tâmega,503821012,"Sociedade Portuguesa de Inovação - Consultadoria Empresarial e Fomento da Inovação, S.A.",Outro,Vila Real,6,3,0.5,1.8942465251541332,273550.0,378.0,6,In observation
511217315|511144334,511217315,Município do Funchal,511144334,"O Pilar das Refeições-Sociedade de Restaurantes, Lda.",Município,Região Autónoma da Madeira,6,3,0.5,1.8942465251541332,86852.4,42.0,3,In observation
512021155|512024235,512021155,Instituto de Alimentação e Mercados Agrícolas,512024235,INOVA - Instituto de Inovação Tecnológica dos Açores,Instituto,Região Autónoma dos Açores,8,4,0.5,1.8942465251541332,183518.45,335.0,8,In observation
512021155|516848186,512021155,Instituto de Alimentação e Mercados Agrícolas,516848186,"Alicontrol Açores - Consultoria Industrial Unipessoal, Lda.",Instituto,Região Autónoma dos Açores,6,3,0.5,1.8942465251541332,112200.0,31.0,4,In observation
513060715|UNKNOWN,513060715,SANJOTEC - Associação Científica e Tecnológica,,Ricardo Nuno Vieira Martins,Outro,Aveiro,8,4,0.5,1.8942465251541332,117651.0,8.0,3,In observation
515545180|515274836,515545180,"Hospital de Braga, E. P. E.",515274836,INNOBIOTECH LDA,Hospital,Braga,6,3,0.5,1.8942465251541332,86657.0,90.0,3,In observation
600006700|500686599,600006700,"Escola Secundária Henrique Medina, Esposende",500686599,"Salgado &amp; Lopes, Lda",Outro,Braga,8,4,0.5,1.8942465251541332,205035.1,360.0,7,In observation
600019152|UNKNOWN,600019152,Inst Sup Ciências Sociais e Políticas - Universidade de Lisboa,,Jorge Martins Dias,Outro,Lisboa,6,3,0.5,1.8942465251541332,86170.0,178.0,6,In observation
600031691|510084230,600031691,Escola Profissional Agrícola Quinta da Lageosa,510084230,"Auto Díonisio, Lda",Outro,Castelo Branco,8,4,0.5,1.8942465251541332,122370.0,326.0,8,In observation
600037100|501082522,600037100,Direção-Geral da Saúde,501082522,Centro de Estudos e Sondagens de Opinião da UCP,Outro,Lisboa,6,3,0.5,1.8942465251541332,90550.0,341.0,6,In observation
600037274|503171565,600037274,Serviços de Acção Social do Instituto Politécnico de Lisboa,503171565,"MANVIA - Manutenção e Exploração de Instalações e Construção, S.A.",Instituto,Lisboa,6,3,0.5,1.8942465251541332,122882.12,291.0,5,In observation
600072819|505885182,600072819,Agrupamento Vertical de Escolas de Arga e Lima,505885182,Panilima-Padaria e Pastelaria Lda.,Outro,Viana do Castelo,8,4,0.5,1.8942465251541332,119474.29999999999,0.0,6,In observation
600075150|501235574,600075150,"Agrupamento de Escolas de Rates, Póvoa de Varzim",501235574,Carnes S. José -Ccomércio e Industria de Carnes Lda,Outro,Porto,6,3,0.5,1.8942465251541332,132312.22,0.0,3,In observation
600082970|506937887,600082970,"Agrupamento de Escolas Padre João Coelho Cabanita, Loulé",506937887,"JCL-COMÉRCIO DE PRODUTOS ALIMENTARES, LDA",Outro,Faro,6,3,0.5,1.8942465251541332,108819.27,314.0,5,In observation
600084345|509269826,600084345,Agrupamento de Escolas de Albufeira,509269826,"Luisa Paula Calado - Comércio de Frutas, Lda.",Outro,Faro,6,3,0.5,1.8942465251541332,110470.13,158.0,5,In observation
680015965|510603912,680015965,Serviços Municipalizados de Transportes Urbanos de Coimbra,510603912,"Ensoorigins, Lda.",Outro,Coimbra,6,3,0.5,1.8942465251541332,117500.0,336.0,6,In observation
680017542|UNKNOWN,680017542,Serviços Municipalizados da Câmara Municipal de Abrantes,,ANA PAULA MILHO,Município,Santarém,6,3,0.5,1.8942465251541332,144400.0,15.0,4,In observation
504300156|UNKNOWN,504300156,Ciência Viva - Agência Nacional para a Cultura Científica e Tecnológica,,Luís Miguel Resende Martins,Outro,Lisboa,108,53,0.49074074074074076,1.8545798329918384,4467584.15,0.0,8,In observation
506806898|UNKNOWN,506806898,Município de Miranda do Douro,,André Filipe Calvário Afonso,Município,Braganca,72,35,0.4861111111111111,1.834746486910691,4371381.98,0.0,8,In observation
514387130|UNKNOWN,514387130,"Águas do Tejo Atlântico, S. A.",,Joaquim Rafael Chaveiro Gaspar,Outro,Lisboa,128,62,0.484375,1.8273089821302608,4973200.39,0.0,8,In observation
512042659|UNKNOWN,512042659,Município de Nordeste,,António Tavares Vieira,Município,Região Autónoma dos Açores,23,11,0.4782608695652174,1.8011160305122238,499732.08,0.0,8,In observation
508047790|UNKNOWN,508047790,Comunidade Intermunicipal Viseu Dão Lafões,,Pedro Miguel Brás Gonçalves,Outro,Viseu,162,77,0.47530864197530864,1.7884686793880138,3069184.73,0.0,8,In observation
508318262|505348470,508318262,"Centro Hospitalar do Tâmega e Sousa, E. P. E.",505348470,VACUETTE PORTUGAL SA,Hospital,Porto,19,9,0.47368421052631576,1.7815096105876111,881418.26,0.0,6,In observation
503148776|500189412,503148776,"Administração Regional de Saúde de Lisboa e Vale do Tejo, I. P.",500189412,Janssen - Cilag Farmacêutica Lda,Outro,Lisboa,15,7,0.4666666666666667,1.751446433369872,428662.23,28.0,5,In observation
506494926|UNKNOWN,506494926,COTEC Portugal - Associação Empresarial para a Inovação,,Mafalda da Silva Simões Monteiro,Outro,Lisboa,13,6,0.46153846153846156,1.729477188479986,199720.0,0.0,6,In observation
515545180|509230598,515545180,"Hospital de Braga, E. P. E.",509230598,WSA PORTUGAL,Hospital,Braga,24,11,0.4583333333333333,1.7157464104238067,655760.75,0.0,5,In observation
500051070|504064835,500051070,Município de Lisboa,504064835,"MGES Equipamentos e Serviços Auto, Lda.",Município,Lisboa,11,5,0.45454545454545453,1.6995191272665044,276366.3,0.0,5,In observation
502237490|501559094,502237490,"Instituto Nacional de Estatística, I. P.",501559094,Instituto Superior de Estatística e Gestão de Informação – NOVA Information Management School (NOVA IMS),Instituto,Lisboa,11,5,0.45454545454545453,1.6995191272665044,268955.92,1.0,8,In observation
502613092|UNKNOWN,502613092,"IP Património - Administração e Gestão Imobiliária, S. A.",,Maria Paula Cristovão Alvarez Gonçalves Miranda,Outro,Portugal Continental,11,5,0.45454545454545453,1.6995191272665044,635060.0,0.0,4,In observation
503933813|505067064,503933813,Infraestruturas de Portugal - Rodovia,505067064,"Papiro, SA",Outro,Portugal Continental,11,5,0.45454545454545453,1.6995191272665044,427778.89999999997,58.0,6,In observation
509575838|UNKNOWN,509575838,"UC Next, Unipessoal Lda.",,José Manuel Marques da Silva Tavares,Outro,Coimbra,11,5,0.45454545454545453,1.6995191272665044,152160.0,8.0,4,In observation
509761534|UNKNOWN,509761534,CIMBAL - Comunidade Intermunicipal do Baixo Alentejo,,Paulo Jorge da Silva Barriga,Outro,Beja,33,15,0.45454545454545453,1.6995191272665044,636444.17,1.0,8,In observation
513637257|UNKNOWN,513637257,Autoridade da Mobilidade e dos Transportes,,Tiago de Souza D´alte,Outro,Lisboa,11,5,0.45454545454545453,1.6995191272665044,239439.35,15.0,6,In observation
514107405|UNKNOWN,514107405,Startup Portugal - Associação Portuguesa para a Promoção do Empreendedorismo - SPAPPE,,Joana Henkel Lopes,Outro,Faro,11,5,0.45454545454545453,1.6995191272665044,355121.0,2.0,4,In observation
501138960|513464590,501138960,Município de Valongo,513464590,"CTJX - CONSULTING ENGINEERS,LDA.",Município,Porto,9,4,0.4444444444444444,1.6562463721803646,246706.0,14.0,5,In observation
501138960|514146710,501138960,Município de Valongo,514146710,"Imoterritório - Avaliação e Gestão Patrimonial, Lda.",Município,Porto,9,4,0.4444444444444444,1.6562463721803646,352098.0,103.0,7,In observation
503539473|502801034,503539473,Município de Albufeira,502801034,"Cofina Media, S. A.",Município,Faro,9,4,0.4444444444444444,1.6562463721803646,221190.0,48.0,5,In observation
503539473|508271754,503539473,Município de Albufeira,508271754,ECOREDE - Engenharia e Serviços SA,Município,Faro,9,4,0.4444444444444444,1.6562463721803646,792995.79,0.0,5,In observation
505037700|509038905,505037700,"Domus Social, EM",509038905,"João Fonseca &amp; Gisela Pinto, Arquitectura e Design Lda",Outro,Porto,9,4,0.4444444444444444,1.6562463721803646,151320.0,43.0,6,In observation
505187531|508775876,505187531,Câmara Municipal de Cascais,508775876,"INOVAR+AZ - SISTEMAS DE INFORMAÇÃO, LDA",Município,Lisboa,9,4,0.4444444444444444,1.6562463721803646,310866.68,97.0,6,In observation
505948605|502585757,505948605,Município de Guimarães,502585757,Associação Universidade - Empresa para o Desenvolvimento - TecMinho,Município,Braga,9,4,0.4444444444444444,1.6562463721803646,160560.0,25.0,5,In observation
506215695|501061479,506215695,Município do Fundão,501061479,"Hotelaria e Turismo Carlos Couto, Lda",Município,Castelo Branco,9,4,0.4444444444444444,1.6562463721803646,225913.0,14.0,7,In observation
506695956|509801013,506695956,Município de Belmonte,509801013,"AOSEUSERVIÇO, LDA",Município,Castelo Branco,9,4,0.4444444444444444,1.6562463721803646,214046.0,94.0,5,In observation
507618319|500730741,507618319,"Centro Hospitalar de Lisboa Ocidental, EPE (CHLO)",500730741,DIMOR LUSITANA - COMÉRCIO,Hospital,Lisboa,9,4,0.4444444444444444,1.6562463721803646,115550.5,742.0,3,In observation
507618319|516070274,507618319,"Centro Hospitalar de Lisboa Ocidental, E. P. E.",516070274,"SOTERIA, LDA",Hospital,,9,4,0.4444444444444444,1.6562463721803646,150819.58000000002,,2,In observation
507964446|UNKNOWN,507964446,Freguesia de Ribeira de Fráguas,,Silvia Cristina da Silva Martins,Freguesia,Aveiro,9,4,0.4444444444444444,1.6562463721803646,123500.0,0.0,3,In observation
508142156|505537494,508142156,"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E.",505537494,"ENDO VASCULAR, LDA",Hospital,Porto,9,4,0.4444444444444444,1.6562463721803646,905767.0,0.0,5,In observation
508338476|504654748,508338476,Centro Hospitalar Psiquiátrico de Lisboa,504654748,"Beltrão Coelho, Lda.",Hospital,Lisboa,9,4,0.4444444444444444,1.6562463721803646,106665.0,30.0,5,In observation
512013241|503821012,512013241,Município de Ribeira Grande,503821012,"Sociedade Portuguesa de Inovação - Consultadoria Empresarial e Fomento da Inovação, S.A.",Município,Região Autónoma dos Açores,9,4,0.4444444444444444,1.6562463721803646,333850.0,77.0,6,In observation
513454128|UNKNOWN,513454128,Instituto de Desenvolvimento e Inclusão Social - IDIS,,RUI EMANUEL FERREIRA RAMOS,Instituto,Porto,9,4,0.4444444444444444,1.6562463721803646,148400.0,0.0,6,In observation
515545180|503667544,515545180,"Hospital de Braga, E. P. E.",503667544,"J. M. Silva, Lda.",Hospital,Braga,9,4,0.4444444444444444,1.6562463721803646,209119.69,27.0,4,In observation
